week_start,gateway_id,meters_expected,meters_read
2025-11-03,0E55F28AB569,99,90
2025-11-03,0E5A9CEA8093,366,334
2025-11-03,0E5CD9B19DCB,281,151
2025-11-03,0E5DFCF65AD4,154,138
2025-11-03,0E61D34F9993,169,54
2025-11-03,0E69783262BE,201,190
2025-11-03,0E69C64B6E57,184,168
2025-11-03,0E6A7794AFC7,251,240
2025-11-03,0E6ACE6D3146,315,290
2025-11-03,0E6D2CBAED41,146,131
2025-11-03,0E752F1B295C,323,304
2025-11-03,0E7A8A5414C2,235,227
2025-11-03,0E892C46A442,150,130
2025-11-03,0E89F7D5B5BD,259,79
2025-11-03,0E8B8566815B,267,252
2025-11-03,0E8CF9CA526F,40,39
2025-11-03,0E8F36DAB9C2,125,113
2025-11-03,0E9761D8EB58,324,265
2025-11-03,0E9A30D927A5,301,278
2025-11-03,0E9DC914D8DF,151,136
2025-11-03,0EA0447DA91C,134,19
2025-11-03,0EA22CFA3A24,141,120
2025-11-03,0EA52A2A7581,144,133
2025-11-03,0EAEFEAEFB09,330,319
2025-11-03,0EB04F2114F4,259,253
2025-11-03,0EB6B31D8AFB,196,187
2025-11-03,0EBF1B27CDE1,61,16
2025-11-03,0EC8A35D0C20,151,141
2025-11-03,0ED0849FD6D8,80,45
2025-11-03,0ED1E9DBD593,282,267
2025-11-03,0ED4052A2763,273,256
2025-11-03,0ED5057ECE3F,357,323
2025-11-03,0EDC7177CCA9,72,70
2025-11-03,0EE071F7B24A,142,121
2025-11-03,0EE09EDA649F,259,231
2025-11-03,0EE317BA7C52,107,17
2025-11-03,0EE51B79E853,97,87
2025-11-03,0EE78E4317BB,92,68
2025-11-03,0EE9497950EE,769,643
2025-11-03,0EEA98D1BFDB,587,579
2025-11-03,0EECB108FF91,138,111
2025-11-03,0EF023E6452D,123,119
2025-11-03,0EF08481B333,247,242
2025-11-03,0EF437108E63,279,257
2025-11-03,0EF47B410B41,137,106
2025-11-03,0EFD600E2623,149,141
2025-11-10,0202CB0A6B1F,166,159
2025-11-10,02043B6BA08B,475,450
2025-11-10,02075B45BF24,146,132
2025-11-10,02091DF7CCB8,128,110
2025-11-10,02097AB58D3C,315,285
2025-11-10,020CC6FB9659,208,199
2025-11-10,02132677328F,311,251
2025-11-10,02142F017781,214,194
2025-11-10,02145826103B,129,55
2025-11-10,0217820BFFB2,162,154
2025-11-10,021D82B56A3F,131,120
2025-11-10,02251388D3A2,92,85
2025-11-10,0228A99EE35A,121,110
2025-11-10,022C6F326E3B,156,141
2025-11-10,022DB47C41AC,136,127
2025-11-10,023015602FAA,179,172
2025-11-10,0230D261A1CD,240,171
2025-11-10,0230EEF72435,351,342
2025-11-10,02314F9A9168,194,182
2025-11-10,023257D29366,221,205
2025-11-10,023270320B57,127,120
2025-11-10,02388A18854F,93,80
2025-11-10,0239AD51B7AF,109,98
2025-11-10,023A663EFD87,202,190
2025-11-10,023AD5204E1C,90,78
2025-11-10,023ADDDECF84,60,44
2025-11-10,02423E0E6E9F,297,257
2025-11-10,024570739DE0,106,47
2025-11-10,02478CD90F3A,106,97
2025-11-10,024DD3A9ADCA,187,163
2025-11-10,024ED433BF7D,86,44
2025-11-10,0253BB40EDA6,281,253
2025-11-10,0257E855DBCE,125,14
2025-11-10,0259991BA036,579,234
2025-11-10,026A6007FA48,208,198
2025-11-10,027137436C87,482,444
2025-11-10,0278E06A2F67,90,80
2025-11-10,0279D2AC6ACE,295,274
2025-11-10,027B2DC4EA84,294,162
2025-11-10,027D07FC97FC,158,34
2025-11-10,027FE9CED489,67,65
2025-11-10,028764AA026E,119,107
2025-11-10,02892F51E1CB,127,105
2025-11-10,0289694A6E5B,155,143
2025-11-10,028B24EADDAD,211,109
2025-11-10,028CC0AE5719,185,53
2025-11-10,0293918A963F,102,101
2025-11-10,02980E461859,122,110
2025-11-10,029A2B32D17E,194,180
2025-11-10,029C03C2BF19,107,102
2025-11-10,029DA26B1A92,109,105
2025-11-10,02A80292CB97,106,92
2025-11-10,02B5C5ADC792,121,44
2025-11-10,02B742646A0E,147,140
2025-11-10,02BAD919855D,82,77
2025-11-10,02BD26A4C3A0,247,219
2025-11-10,02C0F45F31E7,75,11
2025-11-10,02CFFA3A3F35,103,98
2025-11-10,02D49A34B2FE,418,231
2025-11-10,02D4DFEF402A,132,120
2025-11-10,02D7623552C8,141,125
2025-11-10,02DC03A0F1E6,156,142
2025-11-10,02E12310186C,391,350
2025-11-10,02EBC6CD4398,109,102
2025-11-10,02F093C88F2E,127,123
2025-11-10,02F18EEE028A,446,340
2025-11-10,02F56F7C8E0B,167,163
2025-11-10,02F5CE7705EC,387,211
2025-11-10,02F98EB34A7A,321,296
2025-11-10,02FBDD4A2C43,78,56
2025-11-10,060C5773A61B,116,106
2025-11-10,060EE3CB4779,69,61
2025-11-10,06132D7396F8,96,30
2025-11-10,0616F247083A,546,506
2025-11-10,061A4322745C,173,65
2025-11-10,06238EE3BE6C,228,211
2025-11-10,062EA113798F,179,115
2025-11-10,0634F78DB4C5,68,58
2025-11-10,0639EA5602C1,113,111
2025-11-10,0644582257D9,140,130
2025-11-10,064AED1EC0AA,195,185
2025-11-10,064BE19B0A9E,143,133
2025-11-10,064C94C771EC,205,198
2025-11-10,064E66B5367B,208,191
2025-11-10,06509A84E873,269,235
2025-11-10,065B928716CD,108,103
2025-11-10,065C003A8D0C,267,240
2025-11-10,066430BA5119,399,378
2025-11-10,0665C3FE6D67,169,166
2025-11-10,06711BE6AD2A,117,107
2025-11-10,06787526FEB3,47,41
2025-11-10,0683D2A8DA42,69,61
2025-11-10,068553B3AA23,114,104
2025-11-10,0687F36E02C6,302,297
2025-11-10,069357B9F15F,204,74
2025-11-10,06981FD8AA87,139,115
2025-11-10,069A98DEEB1D,262,110
2025-11-10,06AA1DE70CBF,69,59
2025-11-10,06AAA28A5D6B,172,152
2025-11-10,06AEE181F595,340,305
2025-11-10,06B162DC93E3,168,160
2025-11-10,06B641B75B29,442,192
2025-11-10,06C0D5E3BCDB,251,237
2025-11-10,06C0F27E810B,110,99
2025-11-10,06C67619095C,393,361
2025-11-10,06C77FEA9550,54,45
2025-11-10,06C98DF4F0FA,263,234
2025-11-10,06CE0F3CFB3C,61,54
2025-11-10,06D0342253A0,63,63
2025-11-10,06D388A19D5D,130,127
2025-11-10,06D6B7018E15,306,278
2025-11-10,06D7F6C73E0C,244,222
2025-11-10,06D84598CCB4,122,76
2025-11-10,06DAF11BD38F,418,306
2025-11-10,06EA136A2996,205,194
2025-11-10,06EDBAE64B57,256,253
2025-11-10,06EEBD283262,99,95
2025-11-10,06EFD61B80ED,154,145
2025-11-10,06F2469B50EF,102,93
2025-11-10,06F2CDBD2C41,150,128
2025-11-10,06F40EA87663,148,129
2025-11-10,06F49BD8F572,149,143
2025-11-10,06FDA7D7B22A,245,242
2025-11-10,06FFEC2EFA5E,249,119
2025-11-10,0A0B47664A85,40,36
2025-11-10,0A10201AFE0A,53,51
2025-11-10,0A1037E90A63,228,203
2025-11-10,0A10A5A5056E,210,202
2025-11-10,0A15BC628AFC,109,104
2025-11-10,0A182EFD3C61,124,116
2025-11-10,0A184A2E46B7,80,73
2025-11-10,0A19C62F4F6D,77,75
2025-11-10,0A1FB1C98A92,131,120
2025-11-10,0A23474F1944,123,114
2025-11-10,0A25F6E3466C,69,59
2025-11-10,0A268A7E40CD,123,112
2025-11-10,0A272C5A2C9B,70,69
2025-11-10,0A2778A31BE3,140,127
2025-11-10,0A3528D089D9,166,163
2025-11-10,0A3983033084,184,172
2025-11-10,0A42B2DB6370,114,104
2025-11-10,0A4673793B3E,549,532
2025-11-10,0A485668F5C0,127,116
2025-11-10,0A4C884F240A,223,132
2025-11-10,0A4E33E2692B,170,134
2025-11-10,0A52DDE896BF,44,22
2025-11-10,0A55DA266F71,120,35
2025-11-10,0A568E79FEF6,94,3
2025-11-10,0A57338657F8,88,88
2025-11-10,0A57A684E20B,153,140
2025-11-10,0A5C1439B384,324,299
2025-11-10,0A5D017E401E,213,27
2025-11-10,0A5E96449374,65,56
2025-11-10,0A61E3165158,199,183
2025-11-10,0A62EECEEBD1,251,230
2025-11-10,0A6324E3E043,143,137
2025-11-10,0A6390E0FBA4,57,37
2025-11-10,0A663B6B4B28,136,128
2025-11-10,0A682ED9C6DD,217,147
2025-11-10,0A68A2032450,136,54
2025-11-10,0A68DF0B3D07,146,134
2025-11-10,0A68F38A6ACF,78,64
2025-11-10,0A6C571A1550,198,174
2025-11-10,0A6D3595373D,152,147
2025-11-10,0A6DA0C82CCB,174,172
2025-11-10,0A71A6F9D6C6,279,249
2025-11-10,0A78FAF47B00,82,78
2025-11-10,0A7AAFDD9E11,248,218
2025-11-10,0A7AC5BDAF86,305,81
2025-11-10,0A800188C20F,204,194
2025-11-10,0A8407CF4D85,236,215
2025-11-10,0A87B8C2734F,154,140
2025-11-10,0A8EA87BB037,320,311
2025-11-10,0A9547C11A56,244,232
2025-11-10,0A96EACD8070,208,64
2025-11-10,0A974F5D7D8C,62,60
2025-11-10,0A9A3BFD6C9B,129,124
2025-11-10,0AA18F330F59,156,139
2025-11-10,0AA2818A7B27,196,194
2025-11-10,0AA296FF247D,273,261
2025-11-10,0AA2F2CAB50B,187,162
2025-11-10,0AA3F18DE550,131,61
2025-11-10,0AA473D2FC17,202,40
2025-11-10,0AA4B065E5A5,125,107
2025-11-10,0AA9051FFFFA,156,154
2025-11-10,0AB5F9C21BF8,258,20
2025-11-10,0AB6B45C775A,199,179
2025-11-10,0AB97B7632EB,245,221
2025-11-10,0ABC8E60F4C1,81,70
2025-11-10,0ABD2E513F79,189,169
2025-11-10,0ABE42BE4165,222,209
2025-11-10,0AC437023B18,138,2
2025-11-10,0AD276FC5E27,147,132
2025-11-10,0AD2C92E9756,198,122
2025-11-10,0ADD02AB693D,204,193
2025-11-10,0AE03793586F,114,108
2025-11-10,0AE21E7A17E4,205,196
2025-11-10,0AE6BF39C720,77,71
2025-11-10,0AEF10F3A994,72,60
2025-11-10,0AF1F0E3B640,120,109
2025-11-10,0AF51D7D0F73,254,220
2025-11-10,0AF8DCB98E4B,43,42
2025-11-10,0AF9846E92DD,169,80
2025-11-10,0AFB7B311996,193,189
2025-11-10,0AFE702BB093,222,190
2025-11-10,0AFFC263C0D9,99,43
2025-11-10,0E03D8F69853,69,56
2025-11-10,0E0A8D6EB6B9,336,296
2025-11-10,0E0C3EB7915D,92,83
2025-11-10,0E0E2996F51A,92,87
2025-11-10,0E113B01A9A2,59,53
2025-11-10,0E11F69747A8,740,725
2025-11-10,0E121B6B8661,128,74
2025-11-10,0E1B6F4DBA34,192,181
2025-11-10,0E1C622E61BC,94,92
2025-11-10,0E1D7CA1DB0C,525,498
2025-11-10,0E21C239D865,274,255
2025-11-10,0E2575C7EE05,225,213
2025-11-10,0E2728C481CA,103,87
2025-11-10,0E293C5E4650,57,55
2025-11-10,0E2DEE345837,262,249
2025-11-10,0E31C429C185,87,77
2025-11-10,0E34282F4B53,209,192
2025-11-10,0E3D06A07E94,113,100
2025-11-10,0E3D96237639,177,135
2025-11-10,0E41CF7F74D5,380,370
2025-11-10,0E462188408C,175,173
2025-11-10,0E4CE5FB4405,398,353
2025-11-10,0E50A5B2E5C4,344,331
2025-11-10,0E543D410B0C,157,140
2025-11-10,0E55F28AB569,99,79
2025-11-10,0E5A9CEA8093,366,335
2025-11-10,0E5CD9B19DCB,281,121
2025-11-10,0E5DFCF65AD4,154,129
2025-11-10,0E61D34F9993,169,81
2025-11-10,0E69783262BE,201,184
2025-11-10,0E69C64B6E57,184,169
2025-11-10,0E6A7794AFC7,251,247
2025-11-10,0E6ACE6D3146,315,292
2025-11-10,0E6D2CBAED41,146,133
2025-11-10,0E752F1B295C,323,298
2025-11-10,0E7A8A5414C2,235,230
2025-11-10,0E892C46A442,150,134
2025-11-10,0E89F7D5B5BD,259,113
2025-11-10,0E8B8566815B,267,254
2025-11-10,0E8CF9CA526F,40,37
2025-11-10,0E8F36DAB9C2,125,104
2025-11-10,0E9761D8EB58,324,282
2025-11-10,0E9A30D927A5,301,265
2025-11-10,0E9DC914D8DF,151,129
2025-11-10,0EA0447DA91C,134,23
2025-11-10,0EA22CFA3A24,141,137
2025-11-10,0EA52A2A7581,144,137
2025-11-10,0EAEFEAEFB09,330,314
2025-11-10,0EB04F2114F4,259,237
2025-11-10,0EB6B31D8AFB,196,172
2025-11-10,0EBF1B27CDE1,61,16
2025-11-10,0EC8A35D0C20,151,141
2025-11-10,0ED0849FD6D8,80,48
2025-11-10,0ED1E9DBD593,282,257
2025-11-10,0ED4052A2763,273,270
2025-11-10,0ED5057ECE3F,357,304
2025-11-10,0EDC7177CCA9,72,45
2025-11-10,0EE071F7B24A,142,125
2025-11-10,0EE09EDA649F,259,224
2025-11-10,0EE317BA7C52,107,52
2025-11-10,0EE51B79E853,97,93
2025-11-10,0EE78E4317BB,92,63
2025-11-10,0EE9497950EE,769,730
2025-11-10,0EEA98D1BFDB,587,558
2025-11-10,0EECB108FF91,138,115
2025-11-10,0EF023E6452D,123,113
2025-11-10,0EF08481B333,247,235
2025-11-10,0EF437108E63,279,257
2025-11-10,0EF47B410B41,137,111
2025-11-10,0EFD600E2623,149,138
2025-11-17,0202CB0A6B1F,166,163
2025-11-17,02043B6BA08B,475,438
2025-11-17,02075B45BF24,146,118
2025-11-17,02091DF7CCB8,128,99
2025-11-17,02097AB58D3C,315,290
2025-11-17,020CC6FB9659,208,183
2025-11-17,02132677328F,311,270
2025-11-17,02142F017781,214,192
2025-11-17,02145826103B,129,57
2025-11-17,0217820BFFB2,162,157
2025-11-17,021D82B56A3F,131,127
2025-11-17,02251388D3A2,92,82
2025-11-17,0228A99EE35A,121,108
2025-11-17,022C6F326E3B,156,141
2025-11-17,022DB47C41AC,136,125
2025-11-17,023015602FAA,179,170
2025-11-17,0230D261A1CD,240,193
2025-11-17,0230EEF72435,351,348
2025-11-17,02314F9A9168,194,185
2025-11-17,023257D29366,221,204
2025-11-17,023270320B57,127,124
2025-11-17,02388A18854F,93,80
2025-11-17,0239AD51B7AF,109,101
2025-11-17,023A663EFD87,202,195
2025-11-17,023AD5204E1C,90,82
2025-11-17,023ADDDECF84,60,54
2025-11-17,02423E0E6E9F,297,239
2025-11-17,024570739DE0,106,57
2025-11-17,02478CD90F3A,106,98
2025-11-17,024DD3A9ADCA,187,163
2025-11-17,024ED433BF7D,86,46
2025-11-17,0253BB40EDA6,281,242
2025-11-17,0257E855DBCE,125,17
2025-11-17,0259991BA036,579,183
2025-11-17,026A6007FA48,208,188
2025-11-17,027137436C87,482,468
2025-11-17,0278E06A2F67,90,78
2025-11-17,0279D2AC6ACE,295,272
2025-11-17,027B2DC4EA84,294,128
2025-11-17,027D07FC97FC,158,57
2025-11-17,027FE9CED489,67,62
2025-11-17,028764AA026E,119,115
2025-11-17,02892F51E1CB,127,116
2025-11-17,0289694A6E5B,155,141
2025-11-17,028B24EADDAD,211,124
2025-11-17,028CC0AE5719,185,79
2025-11-17,0293918A963F,102,97
2025-11-17,02980E461859,122,114
2025-11-17,029A2B32D17E,194,184
2025-11-17,029C03C2BF19,107,101
2025-11-17,029DA26B1A92,109,102
2025-11-17,02A80292CB97,106,58
2025-11-17,02B5C5ADC792,121,23
2025-11-17,02B742646A0E,147,135
2025-11-17,02BAD919855D,82,67
2025-11-17,02BD26A4C3A0,247,226
2025-11-17,02C0F45F31E7,75,41
2025-11-17,02CFFA3A3F35,103,100
2025-11-17,02D49A34B2FE,418,293
2025-11-17,02D4DFEF402A,132,116
2025-11-17,02D7623552C8,141,121
2025-11-17,02DC03A0F1E6,156,134
2025-11-17,02E12310186C,391,342
2025-11-17,02EBC6CD4398,109,103
2025-11-17,02F093C88F2E,127,121
2025-11-17,02F18EEE028A,446,357
2025-11-17,02F56F7C8E0B,167,158
2025-11-17,02F5CE7705EC,387,288
2025-11-17,02F98EB34A7A,321,286
2025-11-17,02FBDD4A2C43,78,72
2025-11-17,060C5773A61B,116,103
2025-11-17,060EE3CB4779,69,57
2025-11-17,06132D7396F8,96,26
2025-11-17,0616F247083A,546,505
2025-11-17,061A4322745C,173,49
2025-11-17,06238EE3BE6C,228,219
2025-11-17,062EA113798F,179,95
2025-11-17,0634F78DB4C5,68,54
2025-11-17,0639EA5602C1,113,108
2025-11-17,0644582257D9,140,124
2025-11-17,064AED1EC0AA,195,182
2025-11-17,064BE19B0A9E,143,123
2025-11-17,064C94C771EC,205,202
2025-11-17,064E66B5367B,208,201
2025-11-17,06509A84E873,269,159
2025-11-17,065B928716CD,108,97
2025-11-17,065C003A8D0C,267,242
2025-11-17,066430BA5119,399,366
2025-11-17,0665C3FE6D67,169,158
2025-11-17,06711BE6AD2A,117,106
2025-11-17,06787526FEB3,47,38
2025-11-17,0683D2A8DA42,69,61
2025-11-17,068553B3AA23,114,99
2025-11-17,0687F36E02C6,302,278
2025-11-17,069357B9F15F,204,65
2025-11-17,06981FD8AA87,139,126
2025-11-17,069A98DEEB1D,262,113
2025-11-17,06AA1DE70CBF,69,63
2025-11-17,06AAA28A5D6B,172,167
2025-11-17,06AEE181F595,340,320
2025-11-17,06B162DC93E3,168,165
2025-11-17,06B641B75B29,442,196
2025-11-17,06C0D5E3BCDB,251,229
2025-11-17,06C0F27E810B,110,95
2025-11-17,06C67619095C,393,365
2025-11-17,06C77FEA9550,54,49
2025-11-17,06C98DF4F0FA,263,235
2025-11-17,06CE0F3CFB3C,61,57
2025-11-17,06D0342253A0,63,59
2025-11-17,06D388A19D5D,130,121
2025-11-17,06D6B7018E15,306,278
2025-11-17,06D7F6C73E0C,244,224
2025-11-17,06D84598CCB4,122,71
2025-11-17,06DAF11BD38F,418,316
2025-11-17,06EA136A2996,205,177
2025-11-17,06EDBAE64B57,256,240
2025-11-17,06EEBD283262,99,96
2025-11-17,06EFD61B80ED,154,141
2025-11-17,06F2469B50EF,102,99
2025-11-17,06F2CDBD2C41,150,127
2025-11-17,06F40EA87663,148,132
2025-11-17,06F49BD8F572,149,136
2025-11-17,06FDA7D7B22A,245,223
2025-11-17,06FFEC2EFA5E,249,100
2025-11-17,0A0B47664A85,40,35
2025-11-17,0A10201AFE0A,53,50
2025-11-17,0A1037E90A63,228,214
2025-11-17,0A10A5A5056E,210,194
2025-11-17,0A15BC628AFC,109,97
2025-11-17,0A182EFD3C61,124,109
2025-11-17,0A184A2E46B7,80,75
2025-11-17,0A19C62F4F6D,77,72
2025-11-17,0A1FB1C98A92,131,83
2025-11-17,0A23474F1944,123,120
2025-11-17,0A25F6E3466C,69,63
2025-11-17,0A268A7E40CD,123,114
2025-11-17,0A272C5A2C9B,70,68
2025-11-17,0A2778A31BE3,140,121
2025-11-17,0A3528D089D9,166,151
2025-11-17,0A3983033084,184,164
2025-11-17,0A42B2DB6370,114,106
2025-11-17,0A4673793B3E,549,535
2025-11-17,0A485668F5C0,127,118
2025-11-17,0A4C884F240A,223,153
2025-11-17,0A4E33E2692B,170,139
2025-11-17,0A52DDE896BF,44,22
2025-11-17,0A55DA266F71,120,41
2025-11-17,0A568E79FEF6,94,5
2025-11-17,0A57338657F8,88,84
2025-11-17,0A57A684E20B,153,138
2025-11-17,0A5C1439B384,324,302
2025-11-17,0A5D017E401E,213,94
2025-11-17,0A5E96449374,65,59
2025-11-17,0A61E3165158,199,190
2025-11-17,0A62EECEEBD1,251,194
2025-11-17,0A6324E3E043,143,138
2025-11-17,0A6390E0FBA4,57,40
2025-11-17,0A663B6B4B28,136,132
2025-11-17,0A682ED9C6DD,217,146
2025-11-17,0A68A2032450,136,44
2025-11-17,0A68DF0B3D07,146,127
2025-11-17,0A68F38A6ACF,78,72
2025-11-17,0A6C571A1550,198,189
2025-11-17,0A6D3595373D,152,136
2025-11-17,0A6DA0C82CCB,174,172
2025-11-17,0A71A6F9D6C6,279,251
2025-11-17,0A78FAF47B00,82,78
2025-11-17,0A7AAFDD9E11,248,223
2025-11-17,0A7AC5BDAF86,305,162
2025-11-17,0A800188C20F,204,195
2025-11-17,0A8407CF4D85,236,230
2025-11-17,0A87B8C2734F,154,138
2025-11-17,0A8EA87BB037,320,309
2025-11-17,0A9547C11A56,244,221
2025-11-17,0A96EACD8070,208,78
2025-11-17,0A974F5D7D8C,62,58
2025-11-17,0A9A3BFD6C9B,129,113
2025-11-17,0AA18F330F59,156,143
2025-11-17,0AA2818A7B27,196,186
2025-11-17,0AA296FF247D,273,237
2025-11-17,0AA2F2CAB50B,187,165
2025-11-17,0AA3F18DE550,131,71
2025-11-17,0AA473D2FC17,202,78
2025-11-17,0AA4B065E5A5,125,113
2025-11-17,0AA9051FFFFA,156,145
2025-11-17,0AB5F9C21BF8,258,30
2025-11-17,0AB6B45C775A,199,176
2025-11-17,0AB97B7632EB,245,236
2025-11-17,0ABC8E60F4C1,81,71
2025-11-17,0ABD2E513F79,189,165
2025-11-17,0ABE42BE4165,222,211
2025-11-17,0AC437023B18,138,8
2025-11-17,0AD276FC5E27,147,140
2025-11-17,0AD2C92E9756,198,147
2025-11-17,0ADD02AB693D,204,185
2025-11-17,0AE03793586F,114,111
2025-11-17,0AE21E7A17E4,205,191
2025-11-17,0AE6BF39C720,77,74
2025-11-17,0AEF10F3A994,72,68
2025-11-17,0AF1F0E3B640,120,98
2025-11-17,0AF51D7D0F73,254,238
2025-11-17,0AF8DCB98E4B,43,32
2025-11-17,0AF9846E92DD,169,87
2025-11-17,0AFB7B311996,193,179
2025-11-17,0AFE702BB093,222,196
2025-11-17,0AFFC263C0D9,99,32
2025-11-17,0E03D8F69853,69,60
2025-11-17,0E0A8D6EB6B9,336,296
2025-11-17,0E0C3EB7915D,92,84
2025-11-17,0E0E2996F51A,92,86
2025-11-17,0E113B01A9A2,59,53
2025-11-17,0E11F69747A8,740,694
2025-11-17,0E121B6B8661,128,101
2025-11-17,0E1B6F4DBA34,192,175
2025-11-17,0E1C622E61BC,94,92
2025-11-17,0E1D7CA1DB0C,525,507
2025-11-17,0E21C239D865,274,268
2025-11-17,0E2575C7EE05,225,217
2025-11-17,0E2728C481CA,103,87
2025-11-17,0E293C5E4650,57,50
2025-11-17,0E2DEE345837,262,249
2025-11-17,0E31C429C185,87,81
2025-11-17,0E34282F4B53,209,195
2025-11-17,0E3D06A07E94,113,89
2025-11-17,0E3D96237639,177,147
2025-11-17,0E41CF7F74D5,380,360
2025-11-17,0E462188408C,175,171
2025-11-17,0E4CE5FB4405,398,341
2025-11-17,0E50A5B2E5C4,344,321
2025-11-17,0E543D410B0C,157,154
2025-11-17,0E55F28AB569,99,70
2025-11-17,0E5A9CEA8093,366,334
2025-11-17,0E5CD9B19DCB,281,80
2025-11-17,0E5DFCF65AD4,154,115
2025-11-17,0E61D34F9993,169,98
2025-11-17,0E69783262BE,201,191
2025-11-17,0E69C64B6E57,184,160
2025-11-17,0E6A7794AFC7,251,240
2025-11-17,0E6ACE6D3146,315,276
2025-11-17,0E6D2CBAED41,146,121
2025-11-17,0E752F1B295C,323,297
2025-11-17,0E7A8A5414C2,235,229
2025-11-17,0E892C46A442,150,139
2025-11-17,0E89F7D5B5BD,259,118
2025-11-17,0E8B8566815B,267,255
2025-11-17,0E8CF9CA526F,40,40
2025-11-17,0E8F36DAB9C2,125,106
2025-11-17,0E9761D8EB58,324,288
2025-11-17,0E9A30D927A5,301,280
2025-11-17,0E9DC914D8DF,151,130
2025-11-17,0EA0447DA91C,134,40
2025-11-17,0EA22CFA3A24,141,134
2025-11-17,0EA52A2A7581,144,136
2025-11-17,0EAEFEAEFB09,330,286
2025-11-17,0EB04F2114F4,259,241
2025-11-17,0EB6B31D8AFB,196,185
2025-11-17,0EBF1B27CDE1,61,17
2025-11-17,0EC8A35D0C20,151,144
2025-11-17,0ED0849FD6D8,80,66
2025-11-17,0ED1E9DBD593,282,258
2025-11-17,0ED4052A2763,273,243
2025-11-17,0ED5057ECE3F,357,317
2025-11-17,0EDC7177CCA9,72,37
2025-11-17,0EE071F7B24A,142,130
2025-11-17,0EE09EDA649F,259,220
2025-11-17,0EE317BA7C52,107,72
2025-11-17,0EE51B79E853,97,89
2025-11-17,0EE78E4317BB,92,77
2025-11-17,0EE9497950EE,769,767
2025-11-17,0EEA98D1BFDB,587,565
2025-11-17,0EECB108FF91,138,120
2025-11-17,0EF023E6452D,123,111
2025-11-17,0EF08481B333,247,236
2025-11-17,0EF437108E63,279,235
2025-11-17,0EF47B410B41,137,115
2025-11-17,0EFD600E2623,149,134
2025-11-24,0202CB0A6B1F,166,157
2025-11-24,02043B6BA08B,475,438
2025-11-24,02075B45BF24,146,124
2025-11-24,02091DF7CCB8,128,119
2025-11-24,02097AB58D3C,315,296
2025-11-24,020CC6FB9659,208,202
2025-11-24,02132677328F,311,272
2025-11-24,02142F017781,214,205
2025-11-24,02145826103B,129,79
2025-11-24,0217820BFFB2,162,154
2025-11-24,021D82B56A3F,131,119
2025-11-24,02251388D3A2,92,89
2025-11-24,0228A99EE35A,121,118
2025-11-24,022C6F326E3B,156,143
2025-11-24,022DB47C41AC,136,130
2025-11-24,023015602FAA,179,176
2025-11-24,0230D261A1CD,240,204
2025-11-24,0230EEF72435,351,322
2025-11-24,02314F9A9168,194,179
2025-11-24,023257D29366,221,202
2025-11-24,023270320B57,127,120
2025-11-24,02388A18854F,93,82
2025-11-24,0239AD51B7AF,109,103
2025-11-24,023A663EFD87,202,201
2025-11-24,023ADDDECF84,60,49
2025-11-24,02423E0E6E9F,297,260
2025-11-24,024570739DE0,106,58
2025-11-24,02478CD90F3A,106,102
2025-11-24,024DD3A9ADCA,187,151
2025-11-24,024ED433BF7D,86,37
2025-11-24,0253BB40EDA6,281,270
2025-11-24,0257E855DBCE,125,20
2025-11-24,0259991BA036,579,191
2025-11-24,026A6007FA48,208,195
2025-11-24,027137436C87,482,447
2025-11-24,0278E06A2F67,90,78
2025-11-24,0279D2AC6ACE,295,291
2025-11-24,027B2DC4EA84,294,128
2025-11-24,027D07FC97FC,158,98
2025-11-24,027FE9CED489,67,65
2025-11-24,028764AA026E,119,102
2025-11-24,02892F51E1CB,127,110
2025-11-24,0289694A6E5B,155,140
2025-11-24,028B24EADDAD,211,133
2025-11-24,028CC0AE5719,185,110
2025-11-24,0293918A963F,102,96
2025-11-24,02980E461859,122,112
2025-11-24,029A2B32D17E,194,173
2025-11-24,029C03C2BF19,107,98
2025-11-24,029DA26B1A92,109,97
2025-11-24,02A80292CB97,106,46
2025-11-24,02B5C5ADC792,121,16
2025-11-24,02B742646A0E,147,138
2025-11-24,02BAD919855D,82,78
2025-11-24,02BD26A4C3A0,247,236
2025-11-24,02C0F45F31E7,75,56
2025-11-24,02CFFA3A3F35,103,95
2025-11-24,02D49A34B2FE,418,313
2025-11-24,02D4DFEF402A,132,124
2025-11-24,02D7623552C8,141,124
2025-11-24,02DC03A0F1E6,156,139
2025-11-24,02E12310186C,391,364
2025-11-24,02EBC6CD4398,109,100
2025-11-24,02F093C88F2E,127,118
2025-11-24,02F18EEE028A,446,385
2025-11-24,02F56F7C8E0B,167,156
2025-11-24,02F5CE7705EC,387,301
2025-11-24,02F98EB34A7A,321,279
2025-11-24,02FBDD4A2C43,78,72
2025-11-24,060C5773A61B,116,104
2025-11-24,060EE3CB4779,69,58
2025-11-24,06132D7396F8,96,38
2025-11-24,0616F247083A,546,504
2025-11-24,061A4322745C,173,41
2025-11-24,06238EE3BE6C,228,215
2025-11-24,062EA113798F,179,66
2025-11-24,0634F78DB4C5,68,61
2025-11-24,0639EA5602C1,113,109
2025-11-24,0644582257D9,140,129
2025-11-24,064AED1EC0AA,195,181
2025-11-24,064BE19B0A9E,143,118
2025-11-24,064C94C771EC,205,203
2025-11-24,064E66B5367B,208,178
2025-11-24,06509A84E873,269,119
2025-11-24,065B928716CD,108,96
